prefix,resource,entry-number,organisation,reference,entity,start-date,end-date,entry-date,endpoint
brownfield-site,,,local-authority-eng:GRE,RBG-82,1800777,,,,
brownfield-site,,,local-authority-eng:HRW,P/3260/16,1800778,,,,
brownfield-site,,,local-authority-eng:ISL,P120981,1800779,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0187,1800780,,,,
brownfield-site,,,local-authority-eng:LEW,NX013,1800781,,,,
brownfield-site,,,local-authority-eng:LEW,BL002,1800782,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0018,1800783,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0132,1800784,,,,
brownfield-site,,,local-authority-eng:LEW,LG002,1800785,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3035,1800786,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3050,1800787,,,,
brownfield-site,,,local-authority-eng:BEN,BR00007,1800788,,,,
brownfield-site,,,local-authority-eng:WSM,16/09379/COFUL,1800789,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2599,1800790,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0182,1800791,,,,
brownfield-site,,,local-authority-eng:LEW,FH006,1800792,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0136,1800793,,,,
brownfield-site,,,local-authority-eng:BEN,BR00087,1800794,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0176,1800795,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-3913,1800796,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0722,1800797,,,,
brownfield-site,,,local-authority-eng:HRW,P/0449/16,1800798,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-1554,1800799,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-37,1800800,,,,
brownfield-site,,,local-authority-eng:WSM,15/06951/FULL,1800801,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0055,1800802,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-0481,1800803,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/2572/PRA,1800804,,,,
brownfield-site,,,local-authority-eng:EAL,172965FUL,1800805,,,,
brownfield-site,,,local-authority-eng:BNE,15/02177/PNO,1800806,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2013/2511,1800807,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-5042,1800808,,,,
brownfield-site,,,local-authority-eng:MRT,13/P3496,1800809,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/4529/FUL,1800810,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0003,1800811,,,,
brownfield-site,,,local-authority-eng:BEN,BR00068,1800812,,,,
brownfield-site,,,local-authority-eng:HIL,1711/APP/2016/1469,1800813,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-0032,1800814,,,,
brownfield-site,,,local-authority-eng:BRY,BLR44,1800815,,,,
brownfield-site,,,local-authority-eng:MRT,09/P1848,1800816,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/1576/PRA,1800817,,,,
brownfield-site,,,local-authority-eng:ISL,P2017/2080/PRA,1800818,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0078,1800819,,,,
brownfield-site,,,local-authority-eng:WSM,HS001,1800820,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-86,1800821,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0113,1800822,,,,
brownfield-site,,,local-authority-eng:WSM,15/07778/FULL,1800823,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2436,1800824,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-83,1800825,,,,
brownfield-site,,,local-authority-eng:WFT,153229,1800826,,,,
brownfield-site,,,local-authority-eng:LEW,CP004,1800827,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:000046037050,1800828,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0041,1800829,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0024,1800830,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2017/2431,1800831,,,,
brownfield-site,,,local-authority-eng:LEW,CP006,1800832,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/2199/FUL,1800833,,,,
brownfield-site,,,local-authority-eng:ISL,P112819,1800834,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0085,1800835,,,,
brownfield-site,,,local-authority-eng:WSM,15/12019/P3JPA,1800836,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0009,1800837,,,,
brownfield-site,,,local-authority-eng:WFT,162017,1800838,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0087,1800839,,,,
brownfield-site,,,local-authority-eng:LEW,CP003,1800840,,,,
brownfield-site,,,local-authority-eng:WFT,151080,1800841,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46088482,1800842,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0172,1800843,,,,
brownfield-site,,,local-authority-eng:ISL,P120797,1800844,,,,
brownfield-site,,,local-authority-eng:BEN,BR00001,1800845,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1620,1800846,,,,
brownfield-site,,,local-authority-eng:EAL,170907FUL,1800847,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/5283/FUL,1800848,,,,
brownfield-site,,,local-authority-eng:WFT,170652,1800849,,,,
brownfield-site,,,local-authority-eng:NWM,HSG13,1800850,,,,
brownfield-site,,,local-authority-eng:NWM,HSG8,1800851,,,,
brownfield-site,,,local-authority-eng:WSM,16/07801/FULL,1800852,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR026,1800853,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR042,1800854,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-81,1800855,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF005,1800856,,,,
brownfield-site,,,local-authority-eng:WSM,16/11248/FULL,1800857,,,,
brownfield-site,,,local-authority-eng:HIL,42570/APP/2015/2790,1800858,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10009013135,1800859,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0126,1800860,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0047,1800861,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/4558/FUL,1800862,,,,
brownfield-site,,,local-authority-eng:ISL,P122066,1800863,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10008994570,1800864,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3992,1800865,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2434,1800866,,,,
brownfield-site,,,local-authority-eng:BNE,17/2690/PNO,1800867,,,,
brownfield-site,,,local-authority-eng:BEN,BR00106,1800868,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010008998930,1800869,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0105,1800870,,,,
brownfield-site,,,local-authority-eng:NWM,HSG9,1800871,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR056,1800872,,,,
brownfield-site,,,local-authority-eng:BEN,BR00091,1800873,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/1808/FUL,1800874,,,,
brownfield-site,,,local-authority-eng:BEN,BR00115,1800875,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC007,1800876,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD36,1800877,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0077,1800878,,,,
brownfield-site,,,local-authority-eng:MRT,09/P2716,1800879,,,,
brownfield-site,,,local-authority-eng:LEW,TH007,1800880,,,,
brownfield-site,,,local-authority-eng:BEN,BR00079,1800881,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0017,1800882,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-80,1800883,,,,
brownfield-site,,,local-authority-eng:HRW,P/3723/15,1800884,,,,
brownfield-site,,,local-authority-eng:LEW,FH007,1800885,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR081,1800886,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3858,1800887,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD01,1800888,,,,
brownfield-site,,,local-authority-eng:LEW,FH012,1800889,,,,
brownfield-site,,,local-authority-eng:MRT,16/P0298,1800890,,,,
brownfield-site,,,local-authority-eng:HRW,P/4042/13,1800891,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2008/0462,1800892,,,,
brownfield-site,,,local-authority-eng:WSM,17/04106/FULL,1800893,,,,
brownfield-site,,,local-authority-eng:NWM,HSG6,1800894,,,,
brownfield-site,,,local-authority-eng:WSM,15/08151/FULL,1800895,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4415,1800896,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0118,1800897,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/3977/FUL,1800898,,,,
brownfield-site,,,local-authority-eng:BEN,BR00021,1800899,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0045,1800900,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-39,1800901,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF006,1800902,,,,
brownfield-site,,,local-authority-eng:WFT,153511,1800903,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/3020/FUL,1800904,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/4924/FUL,1800905,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-0776,1800906,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0090,1800907,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0100,1800908,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0109,1800909,,,,
brownfield-site,,,local-authority-eng:BNE,F/00550/11,1800910,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0180,1800911,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0115,1800912,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0057,1800913,,,,
brownfield-site,,,local-authority-eng:WFT,142871,1800914,,,,
brownfield-site,,,local-authority-eng:MRT,13/P3497,1800915,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0603,1800916,,,,
brownfield-site,,,local-authority-eng:WSM,16/09569/FULL,1800917,,,,
brownfield-site,,,local-authority-eng:LBH,BLR014,1800918,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0052,1800919,,,,
brownfield-site,,,local-authority-eng:WSM,16/07404/FULL,1800920,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10090851261,1800921,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR065,1800922,,,,
brownfield-site,,,local-authority-eng:WSM,13/09608/FULL,1800923,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/2849/FUL,1800924,,,,
brownfield-site,,,local-authority-eng:HRW,P/1466/16,1800925,,,,
brownfield-site,,,local-authority-eng:HRW,P/1175/17,1800926,,,,
brownfield-site,,,local-authority-eng:BEN,BR00024,1800927,,,,
brownfield-site,,,local-authority-eng:MRT,08/P3098,1800928,,,,
brownfield-site,,,local-authority-eng:LEW,SD006,1800929,,,,
brownfield-site,,,local-authority-eng:EAL,172444FUL,1800930,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1607,1800931,,,,
brownfield-site,,,local-authority-eng:WSM,15/03432/FULL,1800932,,,,
brownfield-site,,,local-authority-eng:KEC,17200008,1800933,,,,
brownfield-site,,,local-authority-eng:HRW,P/4655/14,1800934,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0014,1800935,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/3134/FUL,1800936,,,,
brownfield-site,,,local-authority-eng:HIL,7796/APP/2016/2758,1800937,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0048,1800938,,,,
brownfield-site,,,local-authority-eng:BRY,BLR54,1800939,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0117,1800940,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10014034532,1800941,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/2917/FUL,1800942,,,,
brownfield-site,,,local-authority-eng:BEN,BR00113,1800943,,,,
brownfield-site,,,local-authority-eng:HIL,22635/APP/2016/3277,1800944,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR096,1800945,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0013,1800946,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0020,1800947,,,,
brownfield-site,,,local-authority-eng:HIL,6616/APP/2013/1789,1800948,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC027,1800949,,,,
brownfield-site,,,local-authority-eng:WSM,15/05134/FULL,1800950,,,,
brownfield-site,,,local-authority-eng:LEW,GP003,1800951,,,,
brownfield-site,,,local-authority-eng:LEW,BK006,1800952,,,,
brownfield-site,,,local-authority-eng:WSM,15/07396/FULL,1800953,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0163,1800954,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-0328,1800955,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/11,1800956,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD17,1800957,,,,
brownfield-site,,,local-authority-eng:BEN,BR00075,1800958,,,,
brownfield-site,,,local-authority-eng:MRT,14/P0792,1800959,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD35,1800960,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0025,1800961,,,,
brownfield-site,,,local-authority-eng:BEN,BR00089,1800962,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2803,1800963,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:000046091523,1800964,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0004,1800965,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010094371331,1800966,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4451,1800967,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/4477/PRA,1800968,,,,
brownfield-site,,,local-authority-eng:BRY,BLR15,1800969,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-33,1800970,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0032,1800971,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46073905,1800972,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-4817,1800973,,,,
brownfield-site,,,local-authority-eng:LEW,CP007,1800974,,,,
brownfield-site,,,local-authority-eng:NWM,HSG17,1800975,,,,
brownfield-site,,,local-authority-eng:BRY,BLR23,1800976,,,,
brownfield-site,,,local-authority-eng:LBH,BLR022,1800977,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-52,1800978,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR095,1800979,,,,
brownfield-site,,,local-authority-eng:BEN,BR00085,1800980,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0020,1800981,,,,
brownfield-site,,,local-authority-eng:LBH,BLR045,1800982,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-32,1800983,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP29,1800984,,,,
brownfield-site,,,local-authority-eng:NWM,HSG12,1800985,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/2865/FUL,1800986,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/3398,1800987,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0009,1800988,,,,
brownfield-site,,,local-authority-eng:LEW,TH008,1800989,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0106,1800990,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0049,1800991,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0119,1800992,,,,
brownfield-site,,,local-authority-eng:MRT,15/P1193,1800993,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46019802,1800994,,,,
brownfield-site,,,local-authority-eng:BEN,BR00032,1800995,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0019,1800996,,,,
brownfield-site,,,local-authority-eng:HRW,P/3388/15,1800997,,,,
brownfield-site,,,local-authority-eng:LEW,GP001,1800998,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0937,1800999,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/3185,1801000,,,,
brownfield-site,,,local-authority-eng:WSM,15/07627/FULL,1801001,,,,
brownfield-site,,,local-authority-eng:BEN,BR00086,1801002,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC011,1801003,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0035,1801004,,,,
brownfield-site,,,local-authority-eng:LEW,BK003,1801005,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0096,1801006,,,,
brownfield-site,,,local-authority-eng:MRT,04/P0775,1801007,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2827,1801008,,,,
brownfield-site,,,local-authority-eng:BEN,BR00035,1801009,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0181,1801010,,,,
brownfield-site,,,local-authority-eng:LBH,BLR040,1801011,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0004,1801012,,,,
brownfield-site,,,local-authority-eng:HRW,P/5189/16,1801013,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0021,1801014,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/36,1801015,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-2335,1801016,,,,
brownfield-site,,,local-authority-eng:BNE,17/3327/FUL,1801017,,,,
brownfield-site,,,local-authority-eng:MRT,14/P2817,1801018,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0143,1801019,,,,
brownfield-site,,,local-authority-eng:BEN,BR00042,1801020,,,,
brownfield-site,,,local-authority-eng:BRY,BLR34,1801021,,,,
brownfield-site,,,local-authority-eng:BNE,B/02366/13,1801022,,,,
brownfield-site,,,local-authority-eng:HIL,584/APP/2016/2331,1801023,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-06,1801024,,,,
brownfield-site,,,local-authority-eng:BNE,F/05135/14,1801025,,,,
brownfield-site,,,local-authority-eng:BRY,BLR60,1801026,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0079,1801027,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0007,1801028,,,,
brownfield-site,,,local-authority-eng:MRT,15/P1214,1801029,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/2900/FUL,1801030,,,,
brownfield-site,,,local-authority-eng:LBH,BLR042,1801031,,,,
brownfield-site,,,local-authority-eng:WSM,17/07478/FULL,1801032,,,,
brownfield-site,,,local-authority-eng:LEW,EV016,1801033,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0029,1801034,,,,
brownfield-site,,,local-authority-eng:BEN,BR00081,1801035,,,,
brownfield-site,,,local-authority-eng:SWK,13-AP-3361,1801036,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4483,1801037,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0033,1801038,,,,
brownfield-site,,,local-authority-eng:BRY,BLR45,1801039,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0088,1801040,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations H19,1801041,,,,
brownfield-site,,,local-authority-eng:NWM,HSG18,1801042,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10090324474,1801043,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0024,1801044,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0077,1801045,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR046,1801046,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0175,1801047,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR087,1801048,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0177,1801049,,,,
brownfield-site,,,local-authority-eng:HIL,17502/APP/2015/3239,1801050,,,,
brownfield-site,,,local-authority-eng:BRY,BLR59,1801051,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-84,1801052,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4938,1801053,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR073,1801054,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2624,1801055,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-4423,1801056,,,,
brownfield-site,,,local-authority-eng:LEW,CP005,1801057,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/5306/FUL,1801058,,,,
brownfield-site,,,local-authority-eng:BEN,BR00083,1801059,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-1424,1801060,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD11,1801061,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/3175,1801062,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46255072 UPRN:46255072,1801063,,,,
brownfield-site,,,local-authority-eng:BRY,BLR32,1801064,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-45,1801065,,,,
brownfield-site,,,local-authority-eng:BEN,BR00071,1801066,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0025,1801067,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/1294/FUL,1801068,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0157,1801069,,,,
brownfield-site,,,local-authority-eng:WSM,13/10511/FULL,1801070,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR052,1801071,,,,
brownfield-site,,,local-authority-eng:HIL,69183/APP/2017/1363,1801072,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-93,1801073,,,,
brownfield-site,,,local-authority-eng:BEN,BR00015,1801074,,,,
brownfield-site,,,local-authority-eng:LEW,LC022,1801075,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-87,1801076,,,,
brownfield-site,,,local-authority-eng:BEN,BR00093,1801077,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0119,1801078,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0929,1801079,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-40,1801080,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0012,1801081,,,,
brownfield-site,,,local-authority-eng:BEN,BR00082,1801082,,,,
brownfield-site,,,local-authority-eng:HIL,59314/APP/2016/2898,1801083,,,,
brownfield-site,,,local-authority-eng:BNE,H/05563/14,1801084,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-23,1801085,,,,
brownfield-site,,,local-authority-eng:HRW,P/4481/15,1801086,,,,
brownfield-site,,,local-authority-eng:BEN,BR00074,1801087,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0116,1801088,,,,
brownfield-site,,,local-authority-eng:LBH,BLR021,1801089,,,,
brownfield-site,,,local-authority-eng:HRW,P/4482/15,1801090,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0131,1801091,,,,
brownfield-site,,,local-authority-eng:KEC,17200012,1801092,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-58,1801093,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0006,1801094,,,,
brownfield-site,,,local-authority-eng:LEW,LG006,1801095,,,,
brownfield-site,,,local-authority-eng:MRT,16/P2454,1801096,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3704,1801097,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010009002705,1801098,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0044,1801099,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0112,1801100,,,,
brownfield-site,,,local-authority-eng:HRW,P/0905/13,1801101,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0089,1801102,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC006,1801103,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2090,1801104,,,,
brownfield-site,,,local-authority-eng:BEN,BR00103,1801105,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-0988,1801106,,,,
brownfield-site,,,local-authority-eng:WSM,15/07092/FULL,1801107,,,,
brownfield-site,,,local-authority-eng:BEN,BR00111,1801108,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/3813,1801109,,,,
brownfield-site,,,local-authority-eng:WFT,141435,1801110,,,,
brownfield-site,,,local-authority-eng:ISL,P121605,1801111,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0166,1801112,,,,
brownfield-site,,,local-authority-eng:BRY,BLR51,1801113,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0061,1801114,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/4414/FUL,1801115,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0053,1801116,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/0139/FUL,1801117,,,,
brownfield-site,,,local-authority-eng:HIL,10215/APP/2016/1443,1801118,,,,
brownfield-site,,,local-authority-eng:LEW,SD008,1801119,,,,
brownfield-site,,,local-authority-eng:WSM,16/10951/FULL,1801120,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC021,1801121,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/2406/FUL,1801122,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/0950/FUL,1801123,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0074,1801124,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0164,1801125,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0076,1801126,,,,
brownfield-site,,,local-authority-eng:MRT,16/P4520,1801127,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-38,1801128,,,,
brownfield-site,,,local-authority-eng:HRW,P/4418/16,1801129,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0041,1801130,,,,
brownfield-site,,,local-authority-eng:HRW,P/3518/13,1801131,,,,
brownfield-site,,,local-authority-eng:WFT,162547,1801132,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0131,1801133,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0050,1801134,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-59,1801135,,,,
brownfield-site,,,local-authority-eng:EAL,166183FUL,1801136,,,,
brownfield-site,,,local-authority-eng:LEW,FH008,1801137,,,,
brownfield-site,,,local-authority-eng:LEW,BR001,1801138,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-5080,1801139,,,,
brownfield-site,,,local-authority-eng:LEW,FH010,1801140,,,,
brownfield-site,,,local-authority-eng:HRW,P/2652/12,1801141,,,,
brownfield-site,,,local-authority-eng:LEW,CP002,1801142,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP17,1801143,,,,
brownfield-site,,,local-authority-eng:EAL,164869FUL,1801144,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-35,1801145,,,,
brownfield-site,,,local-authority-eng:HIL,71923/APP/2016/3622,1801146,,,,
brownfield-site,,,local-authority-eng:WSM,14/07461/FULL,1801147,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:000046255151,1801148,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0126,1801149,,,,
brownfield-site,,,local-authority-eng:LEW,BR004,1801150,,,,
brownfield-site,,,local-authority-eng:SWK,NSP61,1801151,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-1239,1801152,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0104,1801153,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0178,1801154,,,,
brownfield-site,,,local-authority-eng:MRT,16/P3598,1801155,,,,
brownfield-site,,,local-authority-eng:HRW,P/3046/16,1801156,,,,
brownfield-site,,,local-authority-eng:SWK,NSP74,1801157,,,,
brownfield-site,,,local-authority-eng:LEW,BK009,1801158,,,,
brownfield-site,,,local-authority-eng:MRT,16/P2134,1801159,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC036,1801160,,,,
brownfield-site,,,local-authority-eng:ISL,NH11,1801161,,,,
