pipeline,dataset,current-entity-minimum,current-entity-maximum,current-organisation,previous-entity-minimum,previous-entity-maximum,previous-organisation
conservation-area,conservation-area,44003388,44003388,local-authority:SEG,44003387,44003388,government-organisation:D1342
conservation-area,conservation-area,44003390,44003394,local-authority:SEG,44003390,44003401,government-organisation:D1342
conservation-area,conservation-area,44003415,44003421,local-authority:NWM,44003415,44003423,government-organisation:D1342
conservation-area,conservation-area,44003424,44003425,local-authority:WFT,44003424,44003424,local-authority:WFT
conservation-area,conservation-area,44003425,44003426,local-authority:WFT,44003424,44003425,local-authority:WFT
conservation-area,conservation-area,44003426,44003427,local-authority:WFT,44003425,44003426,local-authority:WFT
conservation-area,conservation-area,44003427,44003428,local-authority:WFT,44003426,44003427,local-authority:WFT
conservation-area,conservation-area,44003428,44003429,local-authority:WFT,44003427,44003428,local-authority:WFT
conservation-area,conservation-area,44003429,44003431,local-authority:WFT,44003428,44003429,local-authority:WFT
conservation-area,conservation-area,44003431,44003432,local-authority:WFT,44003429,44003431,local-authority:WFT
conservation-area,conservation-area,44003432,44003433,local-authority:WFT,44003431,44003432,local-authority:WFT
conservation-area,conservation-area,44003433,44003434,local-authority:WFT,44003432,44003433,local-authority:WFT
conservation-area,conservation-area,44003434,44003434,local-authority:WFT,44003433,44003434,local-authority:WFT
conservation-area,conservation-area,44003435,44003436,local-authority:TWH,44003435,44003435,local-authority:TWH
conservation-area,conservation-area,44003436,44003437,local-authority:TWH,44003435,44003436,local-authority:TWH
conservation-area,conservation-area,44003437,44003438,local-authority:TWH,44003436,44003437,local-authority:TWH
conservation-area,conservation-area,44003438,44003439,local-authority:TWH,44003437,44003438,local-authority:TWH
conservation-area,conservation-area,44003439,44003440,local-authority:TWH,44003438,44003439,local-authority:TWH
conservation-area,conservation-area,44003440,44003441,local-authority:TWH,44003439,44003440,local-authority:TWH
conservation-area,conservation-area,44003441,44003442,local-authority:TWH,44003440,44003441,local-authority:TWH
conservation-area,conservation-area,44003442,44003443,local-authority:TWH,44003441,44003442,local-authority:TWH
conservation-area,conservation-area,44003443,44003444,local-authority:TWH,44003442,44003443,local-authority:TWH
conservation-area,conservation-area,44003444,44003445,local-authority:TWH,44003443,44003444,local-authority:TWH
conservation-area,conservation-area,44003445,44003446,local-authority:TWH,44003444,44003445,local-authority:TWH
conservation-area,conservation-area,44003446,44003448,local-authority:TWH,44003445,44003446,local-authority:TWH
conservation-area,conservation-area,44003448,44003449,local-authority:TWH,44003446,44003448,local-authority:TWH
conservation-area,conservation-area,44003449,44003451,local-authority:TWH,44003448,44003449,local-authority:TWH
conservation-area,conservation-area,44003451,44003452,local-authority:TWH,44003449,44003451,local-authority:TWH
conservation-area,conservation-area,44003452,44003453,local-authority:TWH,44003451,44003452,local-authority:TWH
conservation-area,conservation-area,44003453,44003454,local-authority:TWH,44003452,44003453,local-authority:TWH
conservation-area,conservation-area,44003454,44003455,local-authority:TWH,44003453,44003454,local-authority:TWH
conservation-area,conservation-area,44003455,44003455,government-organisation:D1342,44003454,44003455,local-authority:TWH
conservation-area,conservation-area,44003455,44003456,local-authority:TWH,44003455,44003455,government-organisation:D1342
conservation-area,conservation-area,44003456,44003457,local-authority:TWH,44003455,44003456,local-authority:TWH
conservation-area,conservation-area,44003457,44003458,local-authority:TWH,44003456,44003457,local-authority:TWH
conservation-area,conservation-area,44003458,44003459,local-authority:TWH,44003457,44003458,local-authority:TWH
conservation-area,conservation-area,44003459,44003460,local-authority:TWH,44003458,44003459,local-authority:TWH
conservation-area,conservation-area,44003460,44003461,local-authority:TWH,44003459,44003460,local-authority:TWH
conservation-area,conservation-area,44003461,44003462,local-authority:TWH,44003460,44003461,local-authority:TWH
conservation-area,conservation-area,44003462,44003463,local-authority:TWH,44003461,44003462,local-authority:TWH
conservation-area,conservation-area,44003463,44003464,local-authority:TWH,44003462,44003463,local-authority:TWH
conservation-area,conservation-area,44003464,44003465,local-authority:TWH,44003463,44003464,local-authority:TWH
conservation-area,conservation-area,44003465,44003466,local-authority:TWH,44003464,44003465,local-authority:TWH
conservation-area,conservation-area,44003466,44003468,local-authority:TWH,44003465,44003466,local-authority:TWH
conservation-area,conservation-area,44003468,44003468,local-authority:TWH,44003466,44003468,local-authority:TWH
conservation-area,conservation-area,44003470,44003471,local-authority:TWH,44003470,44003470,local-authority:TWH
conservation-area,conservation-area,44003471,44003472,local-authority:TWH,44003470,44003471,local-authority:TWH
conservation-area,conservation-area,44003472,44003473,local-authority:TWH,44003471,44003472,local-authority:TWH
conservation-area,conservation-area,44003473,44003474,local-authority:TWH,44003472,44003473,local-authority:TWH
conservation-area,conservation-area,44003474,44003475,local-authority:TWH,44003473,44003474,local-authority:TWH
conservation-area,conservation-area,44003475,44003476,local-authority:TWH,44003474,44003475,local-authority:TWH
conservation-area,conservation-area,44003476,44003477,local-authority:TWH,44003475,44003476,local-authority:TWH
conservation-area,conservation-area,44003477,44003478,local-authority:TWH,44003476,44003477,local-authority:TWH
conservation-area,conservation-area,44003478,44003479,local-authority:TWH,44003477,44003478,local-authority:TWH
conservation-area,conservation-area,44003479,44003480,local-authority:TWH,44003478,44003479,local-authority:TWH
conservation-area,conservation-area,44003480,44003481,local-authority:TWH,44003479,44003480,local-authority:TWH
conservation-area,conservation-area,44003481,44003481,local-authority:TWH,44003480,44003481,local-authority:TWH
conservation-area,conservation-area,44003483,44003484,local-authority:TWH,44003483,44003483,local-authority:TWH
conservation-area,conservation-area,44003484,44003485,local-authority:TWH,44003483,44003484,local-authority:TWH
conservation-area,conservation-area,44003485,44003485,local-authority:TWH,44003484,44003485,local-authority:TWH
conservation-area,conservation-area,44003487,44003489,local-authority:TWH,44003487,44003487,local-authority:TWH
conservation-area,conservation-area,44003489,44003489,local-authority:TWH,44003487,44003489,local-authority:TWH
conservation-area,conservation-area,44003985,44003985,local-authority:CON,44003920,44004002,government-organisation:D1342
conservation-area,conservation-area,44003985,44003986,local-authority:CON,44003985,44003985,local-authority:CON
conservation-area,conservation-area,44003986,44003987,local-authority:CON,44003985,44003986,local-authority:CON
conservation-area,conservation-area,44003987,44003988,local-authority:CON,44003986,44003987,local-authority:CON
conservation-area,conservation-area,44003988,44003989,local-authority:CON,44003987,44003988,local-authority:CON
conservation-area,conservation-area,44003989,44003990,local-authority:CON,44003988,44003989,local-authority:CON
conservation-area,conservation-area,44003990,44003991,local-authority:CON,44003989,44003990,local-authority:CON
conservation-area,conservation-area,44003991,44003992,local-authority:CON,44003990,44003991,local-authority:CON
conservation-area,conservation-area,44003992,44003993,local-authority:CON,44003991,44003992,local-authority:CON
conservation-area,conservation-area,44003993,44003994,local-authority:CON,44003992,44003993,local-authority:CON
conservation-area,conservation-area,44003994,44003995,local-authority:CON,44003993,44003994,local-authority:CON
conservation-area,conservation-area,44003995,44003996,local-authority:CON,44003994,44003995,local-authority:CON
conservation-area,conservation-area,44003996,44003997,local-authority:CON,44003995,44003996,local-authority:CON
conservation-area,conservation-area,44003997,44003998,local-authority:CON,44003996,44003997,local-authority:CON
conservation-area,conservation-area,44003998,44003999,local-authority:CON,44003997,44003998,local-authority:CON
conservation-area,conservation-area,44003999,44004000,local-authority:CON,44003998,44003999,local-authority:CON
conservation-area,conservation-area,44004000,44004001,local-authority:CON,44003999,44004000,local-authority:CON
conservation-area,conservation-area,44004001,44004002,local-authority:CON,44004000,44004001,local-authority:CON
conservation-area,conservation-area,44004002,44004002,local-authority:CON,44004001,44004002,local-authority:CON
conservation-area,conservation-area,44004019,44004019,government-organisation:PB1164,44004011,44004040,government-organisation:D1342
conservation-area,conservation-area,44004019,44004086,government-organisation:PB1164,44004019,44004019,government-organisation:PB1164
conservation-area,conservation-area,44004019,44004019,local-authority:SLF,44004019,44004086,government-organisation:PB1164
conservation-area,conservation-area,44004019,44004019,local-authority:SLF,44004019,44004019,local-authority:SLF
conservation-area,conservation-area,44004064,44004066,local-authority:EAL,44004042,44004076,government-organisation:D1342
conservation-area,conservation-area,44004077,44004077,local-authority:LBH,44004077,44004077,local-authority:LBH
conservation-area,conservation-area,44004077,44004077,local-authority:LBH,44004077,44004077,local-authority:LBH
conservation-area,conservation-area,44004078,44004079,local-authority:SWK,44004078,44004078,local-authority:SWK
conservation-area,conservation-area,44004079,44004080,local-authority:SWK,44004078,44004079,local-authority:SWK
conservation-area,conservation-area,44004080,44004080,local-authority:SWK,44004079,44004080,local-authority:SWK
conservation-area,conservation-area,44004081,44004081,local-authority:RDB,44004081,44004081,government-organisation:D1342
conservation-area,conservation-area,44004082,44004082,local-authority:GLA,44004082,44004082,local-authority:BNE
conservation-area,conservation-area,44004083,44004085,local-authority:HIL,44004083,44004085,government-organisation:D1342
conservation-area,conservation-area,44004092,44004092,local-authority:WSM,44004092,44004190,government-organisation:PB1164
conservation-area,conservation-area,44004092,44004093,local-authority:WSM,44004092,44004092,local-authority:WSM
conservation-area,conservation-area,44004093,44004093,local-authority:WSM,44004092,44004093,local-authority:WSM
conservation-area,conservation-area,44004192,44004192,local-authority:CAT,44004192,44004241,government-organisation:PB1164
conservation-area,conservation-area,44004206,44004206,government-organisation:D1342,44004206,44004206,government-organisation:D1342
conservation-area,conservation-area,44004241,44004832,government-organisation:PB1164,44004234,44004250,government-organisation:D1342
conservation-area,conservation-area,44004241,44004241,local-authority:MOL,44004241,44004832,government-organisation:PB1164
conservation-area,conservation-area,44004322,44004337,local-authority:STH,44004314,44004327,government-organisation:D1342
conservation-area,conservation-area,44004329,44004329,government-organisation:D1342,44004322,44004337,local-authority:STH
conservation-area,conservation-area,44004350,44004386,local-authority:SOX,44004340,44004386,government-organisation:D1342
conservation-area,conservation-area,44004388,44004402,local-authority:SOX,44004388,44004465,government-organisation:D1342
conservation-area,conservation-area,44004467,44004473,local-authority:VAL,44004467,44004481,government-organisation:D1342
conservation-area,conservation-area,44004492,44004492,local-authority:MAL,44004490,44004492,government-organisation:D1342
conservation-area,conservation-area,44004541,44004541,local-authority:PTE,44004540,44004599,government-organisation:D1342
conservation-area,conservation-area,44004623,44004625,local-authority:BRT,44004623,44004832,government-organisation:D1342
conservation-area,conservation-area,44004834,44004959,government-organisation:PB1164,44004834,44004834,government-organisation:D1342
conservation-area,conservation-area,44004834,44004834,local-authority:SHN,44004834,44004959,government-organisation:PB1164
conservation-area,conservation-area,44004836,44004874,government-organisation:D1342,44004836,44004836,government-organisation:D1342
conservation-area,conservation-area,44004838,44004874,local-authority:SKP,44004836,44004874,government-organisation:D1342
conservation-area,conservation-area,44004942,44004942,local-authority:SHN,44004926,44004942,government-organisation:D1342
conservation-area,conservation-area,44004966,44005150,government-organisation:PB1164,44004966,44005026,government-organisation:D1342
conservation-area,conservation-area,44004967,44005025,local-authority:BRD,44004966,44005150,government-organisation:PB1164
conservation-area,conservation-area,44005027,44005028,government-organisation:D1342,44005026,44005027,government-organisation:D1342
conservation-area,conservation-area,44005028,44005029,government-organisation:D1342,44005027,44005028,government-organisation:D1342
conservation-area,conservation-area,44005029,44005030,government-organisation:D1342,44005028,44005029,government-organisation:D1342
conservation-area,conservation-area,44005030,44005031,government-organisation:D1342,44005029,44005030,government-organisation:D1342
conservation-area,conservation-area,44005031,44005032,government-organisation:D1342,44005030,44005031,government-organisation:D1342
conservation-area,conservation-area,44005032,44005033,government-organisation:D1342,44005031,44005032,government-organisation:D1342
conservation-area,conservation-area,44005033,44005034,government-organisation:D1342,44005032,44005033,government-organisation:D1342
conservation-area,conservation-area,44005034,44005035,government-organisation:D1342,44005033,44005034,government-organisation:D1342
conservation-area,conservation-area,44005035,44005036,government-organisation:D1342,44005034,44005035,government-organisation:D1342
conservation-area,conservation-area,44005036,44005037,government-organisation:D1342,44005035,44005036,government-organisation:D1342
conservation-area,conservation-area,44005037,44005038,government-organisation:D1342,44005036,44005037,government-organisation:D1342
conservation-area,conservation-area,44005038,44005039,government-organisation:D1342,44005037,44005038,government-organisation:D1342
conservation-area,conservation-area,44005039,44005040,government-organisation:D1342,44005038,44005039,government-organisation:D1342
conservation-area,conservation-area,44005040,44005041,government-organisation:D1342,44005039,44005040,government-organisation:D1342
conservation-area,conservation-area,44005041,44005042,government-organisation:D1342,44005040,44005041,government-organisation:D1342
conservation-area,conservation-area,44005042,44005043,government-organisation:D1342,44005041,44005042,government-organisation:D1342
conservation-area,conservation-area,44005043,44005044,government-organisation:D1342,44005042,44005043,government-organisation:D1342
conservation-area,conservation-area,44005044,44005045,government-organisation:D1342,44005043,44005044,government-organisation:D1342
conservation-area,conservation-area,44005045,44005046,government-organisation:D1342,44005044,44005045,government-organisation:D1342
conservation-area,conservation-area,44005046,44005048,government-organisation:D1342,44005045,44005046,government-organisation:D1342
conservation-area,conservation-area,44005047,44005047,local-authority:GED,44005046,44005048,government-organisation:D1342
conservation-area,conservation-area,44005047,44005047,local-authority:GED,44005047,44005047,local-authority:GED
conservation-area,conservation-area,44005071,44005072,government-organisation:D1342,44005071,44005071,government-organisation:D1342
conservation-area,conservation-area,44005071,44005076,local-authority:CAR,44005071,44005072,government-organisation:D1342
conservation-area,conservation-area,44005072,44005073,government-organisation:D1342,44005071,44005076,local-authority:CAR
conservation-area,conservation-area,44005073,44005074,government-organisation:D1342,44005072,44005073,government-organisation:D1342
conservation-area,conservation-area,44005074,44005075,government-organisation:D1342,44005073,44005074,government-organisation:D1342
conservation-area,conservation-area,44005075,44005076,government-organisation:D1342,44005074,44005075,government-organisation:D1342
conservation-area,conservation-area,44005076,44005077,government-organisation:D1342,44005075,44005076,government-organisation:D1342
conservation-area,conservation-area,44005077,44005078,government-organisation:D1342,44005076,44005077,government-organisation:D1342
conservation-area,conservation-area,44005078,44005079,government-organisation:D1342,44005077,44005078,government-organisation:D1342
conservation-area,conservation-area,44005079,44005079,government-organisation:D1342,44005078,44005079,government-organisation:D1342
conservation-area,conservation-area,44005081,44005082,local-authority:YOR,44005080,44005081,local-authority:YOR
conservation-area,conservation-area,44005082,44005083,local-authority:YOR,44005081,44005082,local-authority:YOR
conservation-area,conservation-area,44005083,44005083,government-organisation:D1342,44005082,44005083,local-authority:YOR
conservation-area,conservation-area,44005083,44005085,local-authority:YOR,44005083,44005083,government-organisation:D1342
conservation-area,conservation-area,44005085,44005086,local-authority:YOR,44005083,44005085,local-authority:YOR
conservation-area,conservation-area,44005086,44005087,local-authority:YOR,44005085,44005086,local-authority:YOR
conservation-area,conservation-area,44005087,44005088,local-authority:YOR,44005086,44005087,local-authority:YOR
conservation-area,conservation-area,44005088,44005089,local-authority:YOR,44005087,44005088,local-authority:YOR
conservation-area,conservation-area,44005089,44005090,local-authority:YOR,44005088,44005089,local-authority:YOR
conservation-area,conservation-area,44005090,44005091,local-authority:YOR,44005089,44005090,local-authority:YOR
conservation-area,conservation-area,44005091,44005092,local-authority:YOR,44005090,44005091,local-authority:YOR
conservation-area,conservation-area,44005092,44005093,local-authority:YOR,44005091,44005092,local-authority:YOR
conservation-area,conservation-area,44005093,44005093,local-authority:YOR,44005092,44005093,local-authority:YOR
conservation-area,conservation-area,44005093,44005094,local-authority:YOR,44005093,44005093,local-authority:YOR
conservation-area,conservation-area,44005094,44005095,local-authority:YOR,44005093,44005094,local-authority:YOR
conservation-area,conservation-area,44005095,44005096,local-authority:YOR,44005094,44005095,local-authority:YOR
conservation-area,conservation-area,44005096,44005097,local-authority:YOR,44005095,44005096,local-authority:YOR
conservation-area,conservation-area,44005097,44005098,local-authority:YOR,44005096,44005097,local-authority:YOR
conservation-area,conservation-area,44005098,44005099,local-authority:YOR,44005097,44005098,local-authority:YOR
conservation-area,conservation-area,44005099,44005100,local-authority:YOR,44005098,44005099,local-authority:YOR
conservation-area,conservation-area,44005100,44005100,local-authority:YOR,44005099,44005100,local-authority:YOR
conservation-area,conservation-area,44005100,44005101,local-authority:YOR,44005100,44005100,local-authority:YOR
conservation-area,conservation-area,44005101,44005102,local-authority:YOR,44005100,44005101,local-authority:YOR
conservation-area,conservation-area,44005102,44005103,local-authority:YOR,44005101,44005102,local-authority:YOR
conservation-area,conservation-area,44005103,44005104,local-authority:YOR,44005102,44005103,local-authority:YOR
conservation-area,conservation-area,44005104,44005105,local-authority:YOR,44005103,44005104,local-authority:YOR
conservation-area,conservation-area,44005105,44005105,local-authority:YOR,44005104,44005105,local-authority:YOR
conservation-area,conservation-area,44005107,44005107,local-authority:YOR,44005107,44005107,local-authority:YOR
conservation-area,conservation-area,44005109,44005111,local-authority:YOR,44005109,44005109,local-authority:YOR
conservation-area,conservation-area,44005111,44005113,local-authority:YOR,44005109,44005111,local-authority:YOR
conservation-area,conservation-area,44005113,44005113,local-authority:YOR,44005111,44005113,local-authority:YOR
conservation-area,conservation-area,44005150,44005154,government-organisation:D1342,44005149,44005150,local-authority:SLF
conservation-area,conservation-area,44005150,44005151,government-organisation:PB1164,44005150,44005154,government-organisation:D1342
conservation-area,conservation-area,44005150,44005151,local-authority:SLF,44005150,44005151,government-organisation:PB1164
conservation-area,conservation-area,44005151,44005152,government-organisation:PB1164,44005150,44005151,local-authority:SLF
conservation-area,conservation-area,44005151,44005152,local-authority:SLF,44005151,44005152,government-organisation:PB1164
conservation-area,conservation-area,44005152,44005153,government-organisation:PB1164,44005151,44005152,local-authority:SLF
conservation-area,conservation-area,44005152,44005153,local-authority:SLF,44005152,44005153,government-organisation:PB1164
conservation-area,conservation-area,44005153,44005154,government-organisation:PB1164,44005152,44005153,local-authority:SLF
conservation-area,conservation-area,44005153,44005154,local-authority:SLF,44005153,44005154,government-organisation:PB1164
conservation-area,conservation-area,44005154,44005156,government-organisation:PB1164,44005153,44005154,local-authority:SLF
conservation-area,conservation-area,44005154,44005156,local-authority:SLF,44005154,44005156,government-organisation:PB1164
conservation-area,conservation-area,44005156,44005156,government-organisation:D1342,44005154,44005156,local-authority:SLF
conservation-area,conservation-area,44005156,44005158,government-organisation:PB1164,44005156,44005156,government-organisation:D1342
conservation-area,conservation-area,44005156,44005158,local-authority:SLF,44005156,44005158,government-organisation:PB1164
conservation-area,conservation-area,44005158,44005162,government-organisation:D1342,44005156,44005158,local-authority:SLF
conservation-area,conservation-area,44005158,44005159,government-organisation:PB1164,44005158,44005162,government-organisation:D1342
conservation-area,conservation-area,44005158,44005159,local-authority:SLF,44005158,44005159,government-organisation:PB1164
conservation-area,conservation-area,44005159,44005160,government-organisation:PB1164,44005158,44005159,local-authority:SLF
conservation-area,conservation-area,44005159,44005160,local-authority:SLF,44005159,44005160,government-organisation:PB1164
conservation-area,conservation-area,44005160,44005161,government-organisation:PB1164,44005159,44005160,local-authority:SLF
conservation-area,conservation-area,44005160,44005161,local-authority:SLF,44005160,44005161,government-organisation:PB1164
conservation-area,conservation-area,44005161,44005162,government-organisation:PB1164,44005160,44005161,local-authority:SLF
conservation-area,conservation-area,44005161,44005162,local-authority:SLF,44005161,44005162,government-organisation:PB1164
conservation-area,conservation-area,44005162,44005284,government-organisation:PB1164,44005161,44005162,local-authority:SLF
conservation-area,conservation-area,44005162,44005163,local-authority:SLF,44005162,44005284,government-organisation:PB1164
conservation-area,conservation-area,44005247,44005253,local-authority:RIC,44005234,44005254,government-organisation:D1342
conservation-area,conservation-area,44005255,44005256,government-organisation:D1342,44005254,44005255,government-organisation:D1342
conservation-area,conservation-area,44005256,44005257,government-organisation:D1342,44005255,44005256,government-organisation:D1342
conservation-area,conservation-area,44005257,44005257,government-organisation:D1342,44005256,44005257,government-organisation:D1342
conservation-area,conservation-area,44005284,44005783,government-organisation:PB1164,44005264,44005341,government-organisation:D1342
conservation-area,conservation-area,44005284,44005284,national-park-authority:Q72617988,44005284,44005783,government-organisation:PB1164
conservation-area,conservation-area,44005373,44005373,local-authority:STH,44005373,44005373,government-organisation:D1342
conservation-area,conservation-area,44005375,44005375,local-authority:STH,44005375,44005376,government-organisation:D1342
conservation-area,conservation-area,44005388,44005388,local-authority:NEW,44005377,44005393,national-park-authority:Q72617158
conservation-area,conservation-area,44005395,44005418,local-authority:MRT,44005394,44005421,government-organisation:D1342
conservation-area,conservation-area,44005536,44005536,local-authority:WOX,44005533,44005543,government-organisation:D1342
conservation-area,conservation-area,44005700,44005700,local-authority:CAB,44005602,44005702,government-organisation:D1342
conservation-area,conservation-area,44005740,44005740,local-authority:COT,44005720,44005768,government-organisation:D1342
conservation-area,conservation-area,44005783,44005783,local-authority:SAL,44005783,44005810,government-organisation:PB1164
conservation-area,conservation-area,44005810,44006297,government-organisation:PB1164,44005784,44005815,government-organisation:D1342
conservation-area,conservation-area,44005810,44005810,national-park-authority:Q72617988,44005810,44006297,government-organisation:PB1164
conservation-area,conservation-area,44005822,44005822,national-park-authority:Q72617988,44005817,44005822,government-organisation:D1342
conservation-area,conservation-area,44005824,44005828,national-park-authority:Q72617988,44005824,44005828,government-organisation:D1342
conservation-area,conservation-area,44005830,44005839,national-park-authority:Q72617988,44005830,44005839,government-organisation:D1342
conservation-area,conservation-area,44005841,44005843,national-park-authority:Q72617988,44005841,44005843,government-organisation:D1342
conservation-area,conservation-area,44005845,44005846,national-park-authority:Q72617988,44005845,44005846,government-organisation:D1342
conservation-area,conservation-area,44005848,44005850,national-park-authority:Q72617988,44005848,44005850,government-organisation:D1342
conservation-area,conservation-area,44005852,44005864,national-park-authority:Q72617988,44005852,44005863,government-organisation:D1342
conservation-area,conservation-area,44005866,44005868,national-park-authority:Q72617988,44005866,44005868,government-organisation:D1342
conservation-area,conservation-area,44005872,44005873,national-park-authority:Q72617988,44005872,44005873,government-organisation:D1342
conservation-area,conservation-area,44005875,44005876,national-park-authority:Q72617988,44005875,44005876,government-organisation:D1342
conservation-area,conservation-area,44005878,44005878,national-park-authority:Q72617988,44005878,44005878,government-organisation:D1342
conservation-area,conservation-area,44005880,44005883,national-park-authority:Q72617988,44005880,44005883,government-organisation:D1342
conservation-area,conservation-area,44005885,44005898,national-park-authority:Q72617988,44005885,44005898,government-organisation:D1342
conservation-area,conservation-area,44005900,44005903,national-park-authority:Q72617988,44005900,44005902,government-organisation:D1342
conservation-area,conservation-area,44005905,44005906,national-park-authority:Q72617988,44005905,44005906,government-organisation:D1342
conservation-area,conservation-area,44005968,44005997,local-authority:BAB,44005961,44006004,government-organisation:D1342
conservation-area,conservation-area,44006021,44006022,government-organisation:D1342,44006006,44006021,government-organisation:D1342
conservation-area,conservation-area,44006022,44006022,government-organisation:D1342,44006021,44006022,government-organisation:D1342
conservation-area,conservation-area,44006022,44006022,government-organisation:D1342,44006022,44006022,government-organisation:D1342
conservation-area,conservation-area,44006022,44006023,government-organisation:D1342,44006022,44006022,government-organisation:D1342
conservation-area,conservation-area,44006023,44006024,government-organisation:D1342,44006022,44006023,government-organisation:D1342
conservation-area,conservation-area,44006024,44006025,government-organisation:D1342,44006023,44006024,government-organisation:D1342
conservation-area,conservation-area,44006025,44006049,government-organisation:D1342,44006024,44006025,government-organisation:D1342
conservation-area,conservation-area,44006146,44006146,local-authority:SGC,44006120,44006146,local-authority:SGC
conservation-area,conservation-area,44006150,44006150,local-authority:YOR,44006150,44006150,local-authority:YOR
conservation-area,conservation-area,44006213,44006226,government-organisation:D1342,44006151,44006213,government-organisation:D1342
conservation-area,conservation-area,44006297,44006297,government-organisation:D1342,44006279,44006297,local-authority:SST
conservation-area,conservation-area,44006299,44006442,government-organisation:PB1164,44006299,44006354,government-organisation:D1342
conservation-area,conservation-area,44006354,44006355,government-organisation:D1342,44006299,44006442,government-organisation:PB1164
conservation-area,conservation-area,44006355,44006356,government-organisation:D1342,44006354,44006355,government-organisation:D1342
conservation-area,conservation-area,44006356,44006357,government-organisation:D1342,44006355,44006356,government-organisation:D1342
conservation-area,conservation-area,44006357,44006358,government-organisation:D1342,44006356,44006357,government-organisation:D1342
conservation-area,conservation-area,44006358,44006359,government-organisation:D1342,44006357,44006358,government-organisation:D1342
conservation-area,conservation-area,44006359,44006360,government-organisation:D1342,44006358,44006359,government-organisation:D1342
conservation-area,conservation-area,44006360,44006361,government-organisation:D1342,44006359,44006360,government-organisation:D1342
conservation-area,conservation-area,44006361,44006362,government-organisation:D1342,44006360,44006361,government-organisation:D1342
conservation-area,conservation-area,44006362,44006362,government-organisation:D1342,44006361,44006362,government-organisation:D1342
conservation-area,conservation-area,44006364,44006367,national-park-authority:Q72617988,44006364,44006431,government-organisation:D1342
conservation-area,conservation-area,44006430,44006431,local-authority:CON,44006430,44006430,local-authority:CON
conservation-area,conservation-area,44006431,44006432,local-authority:CON,44006430,44006431,local-authority:CON
conservation-area,conservation-area,44006432,44006432,local-authority:CON,44006431,44006432,local-authority:CON
conservation-area,conservation-area,44006467,44007149,government-organisation:PB1164,44006467,44006467,government-organisation:D1342
conservation-area,conservation-area,44006473,44006474,government-organisation:D1342,44006467,44007149,government-organisation:PB1164
conservation-area,conservation-area,44006529,44006529,local-authority:GLA,44006529,44006529,local-authority:BNE
conservation-area,conservation-area,44006531,44006535,local-authority:RIC,44006530,44006535,government-organisation:D1342
conservation-area,conservation-area,44006536,44006537,local-authority:SWK,44006536,44006536,local-authority:SWK
conservation-area,conservation-area,44006537,44006538,local-authority:SWK,44006536,44006537,local-authority:SWK
conservation-area,conservation-area,44006538,44006539,local-authority:SWK,44006537,44006538,local-authority:SWK
conservation-area,conservation-area,44006539,44006540,local-authority:SWK,44006538,44006539,local-authority:SWK
conservation-area,conservation-area,44006540,44006541,local-authority:SWK,44006539,44006540,local-authority:SWK
conservation-area,conservation-area,44006541,44006542,local-authority:SWK,44006540,44006541,local-authority:SWK
conservation-area,conservation-area,44006542,44006542,local-authority:SWK,44006541,44006542,local-authority:SWK
conservation-area,conservation-area,44006543,44006543,government-organisation:D1342,44006543,44006543,development-corporation:Q6670544
conservation-area,conservation-area,44006543,44006544,local-authority:TWH,44006543,44006543,government-organisation:D1342
conservation-area,conservation-area,44006544,44006545,local-authority:TWH,44006543,44006544,local-authority:TWH
conservation-area,conservation-area,44006545,44006545,local-authority:TWH,44006544,44006545,local-authority:TWH
conservation-area,conservation-area,44006546,44006547,local-authority:WFT,44006546,44006546,local-authority:WFT
conservation-area,conservation-area,44006547,44006548,local-authority:WFT,44006546,44006547,local-authority:WFT
conservation-area,conservation-area,44006548,44006548,local-authority:WFT,44006547,44006548,local-authority:WFT
conservation-area,conservation-area,44006549,44006549,local-authority:WND,44006549,44006550,government-organisation:D1342
conservation-area,conservation-area,44006554,44006554,local-authority:SHF,44006553,44006555,government-organisation:D1342
conservation-area,conservation-area,44006554,44006554,local-authority:SHF,44006554,44006554,local-authority:SHF
conservation-area,conservation-area,44006554,44006555,local-authority:SHF,44006554,44006554,local-authority:SHF
conservation-area,conservation-area,44006555,44006555,local-authority:SHF,44006554,44006555,local-authority:SHF
conservation-area,conservation-area,44006555,44006555,local-authority:SHF,44006555,44006555,local-authority:SHF
conservation-area,conservation-area,44006557,44006557,local-authority:SHF,44006557,44006557,government-organisation:D1342
conservation-area,conservation-area,44006557,44006557,local-authority:SHF,44006557,44006557,local-authority:SHF
conservation-area,conservation-area,44006557,44006557,local-authority:SHF,44006557,44006557,local-authority:SHF
conservation-area,conservation-area,44006559,44006559,local-authority:SHF,44006559,44006560,government-organisation:D1342
conservation-area,conservation-area,44006559,44006559,local-authority:SHF,44006559,44006559,local-authority:SHF
conservation-area,conservation-area,44006559,44006560,local-authority:SHF,44006559,44006559,local-authority:SHF
conservation-area,conservation-area,44006560,44006560,local-authority:SHF,44006559,44006560,local-authority:SHF
conservation-area,conservation-area,44006560,44006560,local-authority:SHF,44006560,44006560,local-authority:SHF
conservation-area,conservation-area,44006562,44006562,local-authority:SHF,44006562,44006565,government-organisation:D1342
conservation-area,conservation-area,44006562,44006562,local-authority:SHF,44006562,44006562,local-authority:SHF
conservation-area,conservation-area,44006562,44006563,local-authority:SHF,44006562,44006562,local-authority:SHF
